$N1$;Logging01
$I$;200;02012025_185740800
$C1$;Latitude [°];Longitude [°];Altitude [m,h];Speed [km/h,v];gForce [g,f];Acc X [g,x];Acc Y [g,y];Acc Z [g,z]
$33,71553;-112,46964;478;202;12,25;4,70;-8,0;7,99
$33,71553;-112,46951;473;178;10,82;-3,75;7,99;6,24
$33,71559;-112,46943;468;164;6,1;0,53;-1,2;5,90
$33,71563;-112,46938;464;149;12,4;7,68;-4,70;7,99
$33,71572;-112,46935;461;162;9,11;-6,29;6,52;0,96
$33,71581;-112,46933;459;183;5,8;2,30;-1,19;4,37
$33,71589;-112,46933;456;181;5,56;2,64;-4,3;-2,76
$33,71600;-112,46935;454;195;12,30;7,99;-8,0;4,83
$33,71612;-112,46937;451;220;8,19;5,23;-5,45;3,14
$33,71621;-112,46940;448;222;7,26;1,13;-2,72;6,63
$33,71632;-112,46944;446;228;8,2;-1,8;0,41;7,93
$33,71642;-112,46947;444;231;6,30;-3,42;5,9;1,42
$33,71654;-112,46954;442;235;11,27;-7,65;7,99;-2,10
$33,71666;-112,46960;440;235;11,39;-8,0;7,99;-1,35
$33,71675;-112,46965;439;238;11,40;-7,0;7,99;4,13
$33,71687;-112,46972;438;239;9,10;6,74;-4,54;4,7
$33,71699;-112,46980;437;239;5,34;3,74;-1,86;3,32
$33,71708;-112,46986;436;238;2,70;1,2;2,47;0,40
$33,71719;-112,46993;436;238;5,32;-3,83;3,64;0,56
$33,71731;-112,47002;436;239;4,11;0,81;4,0;0,51
$33,71740;-112,47009;437;238;2,17;0,33;2,10;0,45
$33,71751;-112,47018;437;236;2,44;1,76;1,65;0,34
$33,71762;-112,47028;439;236;5,83;1,42;-3,92;4,8
$33,71769;-112,47035;440;235;9,15;1,50;-4,34;7,91
$33,71780;-112,47047;442;234;8,9;1,12;-3,89;7,0
$33,71787;-112,47055;444;233;10,58;-6,39;7,99;-2,67
$33,71795;-112,47067;445;234;5,53;-2,93;4,66;0,51
$33,71803;-112,47079;446;234;5,38;3,67;-1,47;3,65
$33,71807;-112,47089;447;231;11,40;1,42;-8,0;7,99
$33,71811;-112,47104;448;225;10,44;-1,79;7,99;6,46
$33,71811;-112,47119;450;227;9,32;4,1;2,60;7,99
$33,71807;-112,47129;451;218;11,43;1,64;-8,0;7,99
$33,71799;-112,47139;453;209;11,34;-8,0;7,99;0,88
$33,71792;-112,47144;453;204;9,85;-5,75;7,99;0,1
$33,71782;-112,47148;452;204;9,77;4,65;3,13;7,99
$33,71771;-112,47150;450;204;12,9;4,27;-8,0;7,99
$33,71762;-112,47149;448;203;13,55;-8,0;7,99;7,46
$33,71752;-112,47147;446;202;7,60;-5,55;5,19;0,16
$33,71741;-112,47144;442;198;7,91;0,9;-1,81;7,70
$33,71733;-112,47141;439;207;10,14;5,19;-5,62;6,65
$33,71722;-112,47137;437;209;7,29;0,68;4,26;5,87
$33,71711;-112,47131;435;213;4,33;0,83;4,24;0,20
$33,71703;-112,47128;434;214;8,54;4,52;-6,83;2,41
$33,71693;-112,47122;434;215;10,17;-7,49;6,13;-3,11
$33,71684;-112,47118;434;217;7,19;4,3;-5,69;1,75
$33,71674;-112,47114;433;216;4,33;0,96;-2,15;3,64
$33,71663;-112,47108;433;216;2,56;-1,55;0,35;2,0
$33,71655;-112,47103;434;216;4,75;0,90;-3,47;3,12
$33,71644;-112,47098;434;217;5,97;-1,11;5,40;2,30
$33,71633;-112,47092;435;216;8,28;-4,40;6,12;-3,42
$33,71626;-112,47087;436;216;3,74;-1,72;3,23;0,80
$33,71615;-112,47081;437;215;3,19;-1,49;1,58;2,34
$33,71605;-112,47074;439;215;10,64;-5,94;7,83;-4,6
$33,71597;-112,47069;441;214;4,64;-2,58;3,81;0,58
$33,71587;-112,47062;442;213;10,29;5,86;-6,94;4,84
$33,71580;-112,47056;444;212;7,78;4,59;-5,95;2,0
$33,71570;-112,47048;445;212;11,91;-8,0;7,99;-3,73
$33,71561;-112,47039;447;212;5,27;3,54;-1,83;3,44
$33,71554;-112,47032;448;212;8,23;-3,27;7,32;1,88
$33,71547;-112,47022;448;214;7,10;-2,5;5,82;3,51
$33,71541;-112,47009;448;210;9,75;1,20;-5,44;7,99
$33,71540;-112,46999;448;208;9,47;-3,26;7,99;3,87
$33,71542;-112,46985;448;226;11,31;0,27;7,99;7,99
$33,71548;-112,46972;447;228;13,55;7,97;-7,48;7,99
$33,71555;-112,46964;444;217;11,55;2,33;-8,0;7,99
$33,71564;-112,46956;442;225;11,52;-2,20;-8,0;7,99
$33,71574;-112,46954;440;216;11,27;-8,0;7,88;0,97
$33,71586;-112,46955;439;212;9,14;3,94;-2,0;7,99
$33,71597;-112,46958;436;213;7,86;-2,73;7,34;0,61
$33,71606;-112,46962;434;218;6,8;3,94;-3,7;3,45
$33,71617;-112,46968;435;223;8,18;-4,49;6,81;0,60
$33,71629;-112,46975;434;225;9,96;5,11;-8,0;3,3
$33,71637;-112,46980;434;227;3,86;0,1;3,86;0,3
$33,71648;-112,46987;434;228;9,95;4,65;-8,0;3,66
$33,71659;-112,46994;434;228;4,50;0,65;2,50;3,68
$33,71668;-112,46999;435;229;9,12;-4,89;7,41;-2,10
$33,71680;-112,47006;435;227;12,22;7,85;-8,0;4,88
$33,71688;-112,47012;435;229;4,11;2,86;-2,39;1,72
$33,71700;-112,47019;436;229;7,75;0,51;7,73;0,9
$33,71711;-112,47027;437;229;13,51;-7,75;7,99;7,64
$33,71720;-112,47032;438;229;7,60;4,82;-5,84;0,65
$33,71731;-112,47040;439;228;5,17;0,3;-1,53;4,94
$33,71743;-112,47047;440;228;10,39;-5,68;7,99;-3,42
$33,71751;-112,47053;442;226;9,4;-5,24;7,35;0,31
$33,71762;-112,47060;444;225;11,26;4,81;-8,0;6,31
$33,71772;-112,47068;447;222;7,62;0,35;-1,94;7,35
$33,71780;-112,47074;450;222;10,81;5,4;-8,0;5,23
$33,71790;-112,47083;451;224;5,35;0,74;2,16;4,84
$33,71798;-112,47090;453;225;6,44;-3,74;5,24;0,4
$33,71806;-112,47101;454;226;8,51;-2,25;-1,84;7,99
$33,71814;-112,47114;456;223;11,37;1,21;7,99;7,99
$33,71817;-112,47123;459;222;9,74;3,26;4,50;7,99
$33,71818;-112,47138;463;229;12,89;6,19;-8,0;7,99
$33,71814;-112,47152;464;224;8,87;3,26;2,4;7,99
$33,71808;-112,47160;465;214;13,85;7,99;-8,0;7,99
$33,71798;-112,47167;463;206;10,44;-1,7;-8,0;6,63
$33,71788;-112,47170;460;204;8,76;3,18;7,99;1,61
$33,71779;-112,47171;457;205;3,28;0,76;1,75;2,66
$33,71768;-112,47170;455;207;6,48;-5,63;1,44;2,87
$33,71759;-112,47168;454;210;8,65;-2,38;-8,0;2,29
$33,71749;-112,47163;453;207;11,29;-7,53;7,99;-2,60
$33,71739;-112,47158;452;209;12,9;6,0;-8,0;6,79
$33,71730;-112,47154;450;209;4,93;1,96;-2,40;3,83
$33,71720;-112,47148;448;212;7,93;-2,66;7,20;-1,98
$33,71710;-112,47142;446;213;9,97;-5,58;7,83;-2,61
$33,71702;-112,47137;445;214;10,45;4,90;-8,0;4,60
$33,71692;-112,47131;444;216;9,88;4,68;-8,0;3,44
$33,71684;-112,47125;443;217;10,27;4,86;-8,0;4,22
$33,71674;-112,47118;442;218;9,83;4,19;-8,0;3,89
$33,71663;-112,47112;441;219;3,84;0,59;-1,80;3,34
$33,71655;-112,47105;441;219;6,94;4,4;-4,75;3,4
$33,71645;-112,47098;441;220;8,15;3,52;-6,58;-3,27
$33,71635;-112,47090;441;220;6,75;-1,44;6,57;0,47
$33,71628;-112,47085;441;220;7,5;3,27;0,83;6,18
$33,71617;-112,47076;442;219;8,33;4,63;1,22;6,81
$33,71607;-112,47069;443;217;7,19;-1,33;7,5;0,45
$33,71600;-112,47063;445;216;7,91;-2,27;7,46;-1,31
$33,71591;-112,47054;446;214;11,42;-8,0;7,99;-1,56
$33,71584;-112,47047;448;213;7,77;4,30;0,65;6,44
$33,71576;-112,47037;450;212;11,81;-8,0;7,99;-3,41
$33,71569;-112,47026;452;214;9,71;-2,20;5,54;7,66
$33,71563;-112,47018;454;208;10,35;6,58;0,6;7,99
$33,71560;-112,47005;456;202;13,85;-8,0;7,99;7,99
$33,71561;-112,46992;455;190;13,8;6,58;-8,0;7,99
$33,71563;-112,46983;452;171;10,13;5,63;-2,63;7,99
$33,71569;-112,46973;449;167;10,27;-4,46;4,64;7,99
$33,71579;-112,46969;447;206;9,78;4,54;3,32;7,99
$33,71587;-112,46967;443;187;8,14;0,42;7,99;1,48
$33,71595;-112,46964;439;144;7,79;4,29;-6,20;1,97
$33,71600;-112,46960;432;140;3,42;0,6;3,41;0,28
$33,71607;-112,46956;427;137;9,18;6,79;0,63;6,15
$33,71614;-112,46954;421;137;5,18;-1,10;4,96;1,2
$33,71620;-112,46951;412;157;11,83;-8,0;7,99;-3,47
$33,71632;-112,46958;413;202;5,58;3,55;-2,71;3,33
$33,71642;-112,46963;413;211;6,40;2,50;-2,17;5,48
$33,71651;-112,46967;413;218;10,28;-6,81;7,68;0,57
$33,71661;-112,46973;414;220;10,77;4,17;-8,0;5,88
$33,71672;-112,46980;414;220;4,54;1,93;0,62;4,5
$33,71681;-112,46984;415;220;12,43;-7,48;7,99;5,88
$33,71692;-112,46991;416;224;4,59;0,66;-2,33;3,89
$33,71700;-112,46996;418;224;8,15;0,94;7,99;-1,24
$33,71711;-112,47003;420;224;3,86;-3,32;1,95;0,26
$33,71723;-112,47011;422;224;11,46;5,72;-8,0;5,88
$33,71730;-112,47017;425;223;7,41;0,57;6,66;3,19
$33,71741;-112,47026;427;223;7,27;-5,60;4,59;0,68
$33,71752;-112,47035;429;222;7,56;4,98;2,2;5,31
$33,71759;-112,47043;432;224;10,43;-6,86;7,85;0,22
$33,71768;-112,47054;434;219;10,92;4,44;-8,0;5,97
$33,71776;-112,47064;436;224;11,32;7,99;0,42;7,99
$33,71782;-112,47074;436;226;10,4;6,2;0,73;7,99
$33,71786;-112,47089;436;229;8,81;0,21;3,69;7,99
$33,71787;-112,47101;435;228;10,12;3,67;-4,99;7,99
$33,71783;-112,47115;434;220;9,91;4,89;-3,22;7,99
$33,71775;-112,47128;432;250;10,59;6,11;3,30;7,99
$33,71768;-112,47135;428;243;8,93;0,99;4,32;7,74
$33,71757;-112,47141;423;228;9,66;5,5;3,53;7,43
$33,71747;-112,47143;416;195;6,68;0,96;1,39;6,46
$33,71740;-112,47141;410;195;8,76;-2,85;-8,0;2,17
$33,71730;-112,47137;409;198;11,6;-8,0;6,59;3,86
$33,71720;-112,47132;407;205;11,97;-8,0;7,99;-3,93
$33,71713;-112,47128;406;206;11,39;4,36;-8,0;6,83
$33,71704;-112,47122;406;208;9,25;7,99;0,44;4,63
$33,71696;-112,47118;405;209;11,60;-7,90;7,99;-2,86
$33,71686;-112,47114;404;212;5,23;0,92;5,10;0,64
$33,71676;-112,47107;404;214;5,17;2,84;-3,29;2,79
$33,71669;-112,47102;405;215;5,6;1,80;-1,51;4,47
$33,71659;-112,47095;405;215;7,59;5,28;0,76;5,40
$33,71649;-112,47089;406;215;7,31;1,18;7,19;0,52
$33,71642;-112,47084;407;217;10,13;-5,63;7,99;-2,64
$33,71632;-112,47077;408;216;11,33;-8,0;7,99;0,74
$33,71622;-112,47070;410;217;5,87;-3,66;4,49;0,92
$33,71614;-112,47064;411;216;8,25;5,99;-1,39;5,50
$33,71605;-112,47057;412;216;9,28;5,68;7,6;1,98
$33,71597;-112,47052;414;216;11,36;-7,72;7,99;-2,34
$33,71587;-112,47044;416;216;10,71;-8,0;7,11;0,12
$33,71577;-112,47036;418;213;5,61;1,27;-1,39;5,29
$33,71571;-112,47030;421;211;9,82;4,25;-8,0;3,78
$33,71563;-112,47021;423;210;9,60;-4,77;7,99;-2,31
$33,71555;-112,47011;426;207;8,84;-6,4;6,44;0,12
$33,71550;-112,47003;428;209;11,89;3,68;-8,0;7,99
$33,71544;-112,46991;430;206;8,40;-2,13;1,71;7,94
$33,71544;-112,46981;433;205;10,30;6,30;-1,56;7,99
$33,71546;-112,46967;434;204;10,66;6,74;-2,5;7,99
$33,71553;-112,46956;435;200;11,11;7,12;-2,96;7,99
$33,71560;-112,46950;432;226;8,44;-1,57;2,18;7,99
$33,71571;-112,46943;426;210;8,44;-1,51;4,2;7,26
$33,71581;-112,46943;419;166;11,36;1,12;-8,0;7,99
$33,71587;-112,46945;414;163;9,92;7,65;4,68;4,23
$33,71596;-112,46951;412;165;6,84;0,66;6,78;0,61
$33,71604;-112,46955;408;155;10,22;-5,30;7,99;-3,51
$33,71610;-112,46959;403;161;13,4;7,86;-8,0;6,65
$33,71618;-112,46964;400;173;9,69;-3,88;7,99;-3,87
$33,71625;-112,46968;395;177;7,45;3,97;-2,67;5,70
$33,71634;-112,46973;392;182;3,86;-1,11;-1,85;3,19
$33,71643;-112,46979;388;195;11,36;-7,3;7,99;-3,94
$33,71651;-112,46983;385;200;5,89;3,6;-4,14;2,87
$33,71661;-112,46989;383;205;8,79;3,43;7,89;1,81
$33,71671;-112,46996;382;222;10,4;-8,0;6,7;0,13
$33,71680;-112,47002;382;227;2,19;1,65;1,20;0,79
$33,71692;-112,47009;383;229;11,36;3,43;-8,0;7,31
$33,71703;-112,47015;384;230;12,32;4,89;-8,0;7,99
$33,71711;-112,47020;386;227;9,60;-4,90;7,99;-2,5
$33,71723;-112,47027;388;226;8,8;-5,50;5,91;0,15
$33,71732;-112,47031;391;221;6,37;-5,14;3,22;1,95
$33,71743;-112,47038;394;219;4,73;0,19;0,9;4,72
$33,71753;-112,47046;397;218;2,95;1,40;0,98;2,40
$33,71760;-112,47052;400;218;10,82;-8,0;7,28;0,31
$33,71770;-112,47060;402;215;8,33;2,34;0,6;7,99
$33,71779;-112,47071;404;221;9,28;0,43;4,69;7,99
$33,71784;-112,47081;408;229;9,72;3,97;-3,84;7,99
$33,71788;-112,47096;411;229;12,28;7,99;4,80;7,99
$33,71789;-112,47108;409;175;12,68;-8,0;5,73;7,99
$33,71787;-112,47117;405;171;11,87;-4,97;7,23;7,99
$33,71778;-112,47128;402;229;11,21;0,9;-8,0;7,86
$33,71772;-112,47133;394;197;6,84;-4,9;4,61;2,95
$33,71763;-112,47136;380;188;6,78;1,92;4,55;4,64
$33,71754;-112,47136;354;175;7,24;0,25;5,88;4,22
$33,71747;-112,47136;328;183;9,63;-4,68;7,99;2,63
$33,71738;-112,47136;307;174;8,23;-1,80;-8,0;0,69
$33,71728;-112,47135;284;182;10,50;7,99;5,81;3,55
$33,71721;-112,47134;266;184;8,54;-1,25;-8,0;2,74
$33,71711;-112,47133;254;186;8,75;0,88;-8,0;3,43
$33,71704;-112,47132;238;187;8,35;2,29;-8,0;0,71
$33,71694;-112,47131;227;188;2,58;1,12;0,75;2,20
$33,71684;-112,47129;213;193;4,61;2,89;1,52;3,25
$33,71676;-112,47127;202;195;11,21;7,99;-3,13;7,20
$33,71666;-112,47124;195;197;10,26;-8,0;6,39;0,62
$33,71655;-112,47121;184;208;10,64;-8,0;7,1;0,37
$33,71648;-112,47118;176;200;11,33;-8,0;7,99;0,66
$33,71637;-112,47115;170;202;10,88;-8,0;7,37;0,24
$33,71627;-112,47108;167;208;5,22;-1,45;5,1;0,12
$33,71619;-112,47104;170;218;4,37;0,48;-1,19;4,17
$33,71609;-112,47098;172;218;10,11;7,99;5,26;3,25
$33,71598;-112,47092;175;215;8,7;-5,54;5,71;-1,30
$33,71590;-112,47087;178;214;9,62;-5,88;7,59;0,54
$33,71581;-112,47079;181;212;3,70;0,26;0,55;3,65
$33,71574;-112,47074;184;212;5,26;4,65;0,83;2,31
$33,71564;-112,47066;187;212;5,0;1,68;-1,77;4,36
$33,71556;-112,47057;190;213;8,63;0,17;-5,95;6,25
$33,71550;-112,47049;191;214;9,4;-2,99;4,10;7,48
$33,71544;-112,47037;190;197;11,12;5,48;-5,44;7,99
$33,71543;-112,47025;183;184;11,33;7,99;0,69;7,99
$33,71544;-112,47017;171;177;12,3;-8,0;4,10;7,99
$33,71550;-112,47006;160;184;10,21;-5,59;4,21;7,43
$33,71556;-112,47002;148;190;7,44;-1,69;4,60;5,59
$33,71567;-112,46999;144;194;9,23;1,90;-8,0;4,19
$33,71579;-112,46997;142;214;7,96;4,91;4,87;3,94
$33,71588;-112,46996;145;213;3,19;0,23;2,62;1,80
$33,71600;-112,46997;146;219;3,8;2,31;-2,2;0,20
$33,71613;-112,46998;148;223;5,46;-3,13;4,9;-1,81
$33,71622;-112,46999;149;220;8,99;0,97;-8,0;3,99
$33,71635;-112,47001;152;222;5,40;2,32;1,17;4,73
$33,71648;-112,47005;157;226;8,65;-6,30;5,44;2,32
$33,71657;-112,47008;162;227;9,21;2,51;-8,0;3,82
$33,71668;-112,47012;164;228;4,47;-1,85;3,41;2,22
$33,71680;-112,47017;166;229;8,70;2,43;-8,0;2,42
$33,71689;-112,47021;169;228;5,78;3,84;0,65;4,27
$33,71701;-112,47027;172;229;6,3;-4,30;3,50;-2,36
$33,71710;-112,47031;177;229;8,55;-3,3;-8,0;0,28
$33,71721;-112,47037;180;228;7,8;-3,72;5,89;-1,25
$33,71733;-112,47042;184;229;10,74;-7,62;7,23;2,23
$33,71743;-112,47047;188;228;8,28;0,3;-8,0;2,15
$33,71754;-112,47052;192;227;5,88;4,91;-1,35;2,94
$33,71766;-112,47058;198;226;4,71;-3,26;3,30;0,79
$33,71775;-112,47063;204;225;4,3;0,47;2,53;3,9
$33,71785;-112,47070;210;226;6,57;-5,15;4,3;0,58
$33,71794;-112,47075;217;227;8,70;2,96;-8,0;1,72
$33,71804;-112,47083;224;226;3,78;0,7;3,76;0,33
$33,71814;-112,47091;229;229;8,36;2,28;5,66;5,71
$33,71821;-112,47099;235;225;7,63;-3,12;3,63;5,94
$33,71828;-112,47110;238;223;13,85;7,99;-8,0;7,99
$33,71832;-112,47123;245;195;12,61;7,99;5,57;7,99
$33,71830;-112,47133;249;210;10,18;3,43;5,29;7,99
$33,71825;-112,47145;254;207;9,87;-5,7;2,77;7,99
$33,71818;-112,47156;258;206;12,16;-8,0;4,47;7,99
$33,71811;-112,47161;257;205;11,35;7,99;0,93;7,99
$33,71801;-112,47165;258;201;9,86;3,36;6,85;6,24
$33,71793;-112,47166;258;199;5,14;0,38;3,68;3,56
$33,71782;-112,47164;257;200;9,26;-5,69;7,8;1,78
$33,71772;-112,47161;257;201;7,97;6,42;4,69;0,57
$33,71765;-112,47158;258;205;3,51;-1,7;2,62;2,8
$33,71755;-112,47153;260;208;9,2;-3,24;-8,0;2,62
$33,71746;-112,47149;263;211;5,59;3,19;1,15;4,44
$33,71738;-112,47145;267;212;4,75;-3,2;3,9;-1,96
$33,71728;-112,47140;269;213;5,69;2,52;4,49;2,41
$33,71717;-112,47134;273;215;9,17;-4,17;7,96;1,81
$33,71710;-112,47129;276;216;6,1;4,37;1,72;3,75
$33,71700;-112,47123;279;217;2,92;-1,85;2,1;-1,3
$33,71692;-112,47118;283;217;2,87;-1,16;0,53;-2,57
$33,71682;-112,47112;286;218;0,85;0,27;0,34;0,72
$33,71671;-112,47105;291;218;6,90;5,77;-1,72;3,37
$33,71663;-112,47101;295;218;5,73;4,81;-1,92;2,44
$33,71653;-112,47093;299;220;6,50;4,71;-2,75;3,53
$33,71642;-112,47086;304;217;5,51;4,92;1,18;2,19
$33,71634;-112,47082;310;217;6,76;5,21;-2,83;3,23
$33,71623;-112,47075;314;215;8,74;5,86;-4,92;4,21
$33,71613;-112,47069;319;214;6,71;5,17;0,22;4,26
$33,71605;-112,47063;325;213;6,30;2,90;1,99;5,22
$33,71595;-112,47057;330;210;4,78;2,60;3,82;1,21
$33,71587;-112,47051;336;209;3,56;-1,41;3,11;0,97
$33,71577;-112,47044;340;208;9,22;7,63;-1,34;5,0
$33,71569;-112,47035;346;208;2,63;-1,36;1,16;-1,93
$33,71561;-112,47029;350;209;11,27;7,25;-8,0;3,21
$33,71553;-112,47019;352;211;9,35;-4,60;7,99;1,54
$33,71544;-112,47009;355;212;6,62;-2,8;1,75;6,3
$33,71540;-112,47000;356;209;12,88;6,27;-7,90;7,99
$33,71537;-112,46986;356;213;12,26;-7,82;7,67;5,50
$33,71537;-112,46975;353;210;11,33;-6,11;5,38;7,88
$33,71541;-112,46963;350;198;11,88;7,99;3,65;7,99
$33,71550;-112,46954;345;188;11,41;-5,52;7,20;6,91
$33,71556;-112,46951;340;185;11,31;7,99;0,15;7,99
$33,71567;-112,46949;336;199;4,28;0,79;3,56;2,22
$33,71578;-112,46950;333;205;9,8;-4,29;-8,0;0,26
$33,71587;-112,46951;331;213;4,58;2,51;2,21;3,12
$33,71599;-112,46954;329;220;4,54;-1,16;3,34;2,84
$33,71610;-112,46957;328;226;8,87;-3,15;-8,0;2,18
$33,71619;-112,46960;326;226;4,98;0,50;0,41;4,94
$33,71632;-112,46964;326;228;5,79;1,50;3,96;3,95
$33,71644;-112,46969;325;228;8,92;-1,74;-8,0;3,55
$33,71653;-112,46973;325;229;6,4;-4,14;-3,47;2,70
$33,71664;-112,46978;326;229;4,64;2,49;0,79;3,83
$33,71677;-112,46984;326;231;4,69;-1,22;4,52;0,15
$33,71685;-112,46989;327;230;10,81;5,97;-8,0;4,15
$33,71697;-112,46996;327;230;4,91;4,83;0,29;0,80
$33,71705;-112,47001;328;231;4,75;2,66;3,92;0,14
$33,71716;-112,47008;329;231;2,18;0,53;0,79;-1,96
$33,71727;-112,47015;331;230;7,37;3,60;6,16;1,84
$33,71736;-112,47021;332;230;9,2;2,86;-8,0;3,3
$33,71746;-112,47029;334;230;2,55;-1,54;1,9;-1,70
$33,71755;-112,47034;336;230;10,5;1,93;-8,0;5,78
$33,71766;-112,47042;339;229;8,13;-3,95;6,81;2,2
$33,71777;-112,47050;342;226;6,43;1,67;6,10;-1,15
$33,71785;-112,47057;346;226;9,27;1,93;-8,0;4,28
$33,71795;-112,47066;349;225;8,5;5,27;0,60;6,5
$33,71804;-112,47076;352;223;5,16;2,8;-1,45;4,49
$33,71811;-112,47083;356;224;10,68;2,35;6,68;7,99
$33,71818;-112,47095;359;230;13,77;7,85;-8,0;7,99
$33,71823;-112,47108;362;214;9,52;2,77;4,35;7,99
$33,71823;-112,47119;365;212;13,85;7,99;7,99;7,99
$33,71818;-112,47132;366;216;11,76;-8,0;3,22;7,99
$33,71811;-112,47143;367;206;10,47;-6,62;7,61;2,83
$33,71804;-112,47147;363;199;6,60;-2,77;4,94;3,39
$33,71793;-112,47150;358;203;9,26;-2,33;-8,0;4,4
$33,71785;-112,47151;349;202;9,76;0,67;-8,0;5,55
$33,71773;-112,47150;346;204;4,88;1,95;3,4;-3,27
